product_id,product_name,$price,$url,$image,category,price_range,rider_category,frame_size,frame,front_suspension,rear_suspension,without_suspension,wheels_type,tires,shifters,front_derailleur,rear_derailleur,crank,cassette,pedals,saddle,seat_post,handlebars,stem,headset,brakeset
2.3-54 cm,2.3,"$1,809.99",http://www.trekbikes.com/us/en/bikes/road/2_series/23/,http://www.trekbikes.com/images/bikes/2009/medium/23_redblack.jpg,road,"1,001 - 2,000",Adult - Male,54 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager Race,"Bontrager Race Lite, 700x23c","Shimano 105 STI, 10 speed",Shimano 105,Shimano Ultegra,Shimano 50/39/30,"Shimano 105 12-27 - triple, 10 speed",,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager Race VR, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano 105 STI levers
2.3-56 cm,2.3,"$1,809.99",http://www.trekbikes.com/us/en/bikes/road/2_series/23/,http://www.trekbikes.com/images/bikes/2009/medium/23_redblack.jpg,road,"1,001 - 2,000",Adult - Male,56 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager Race,"Bontrager Race Lite, 700x23c","Shimano 105 STI, 10 speed",Shimano 105,Shimano Ultegra,Shimano 50/39/30,"Shimano 105 12-27 - triple, 10 speed",,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager Race VR, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano 105 STI levers
2.3-58 cm,2.3,"$1,809.99",http://www.trekbikes.com/us/en/bikes/road/2_series/23/,http://www.trekbikes.com/images/bikes/2009/medium/23_redblack.jpg,road,"1,001 - 2,000",Adult - Male,58 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager Race,"Bontrager Race Lite, 700x23c","Shimano 105 STI, 10 speed",Shimano 105,Shimano Ultegra,Shimano 50/39/30,"Shimano 105 12-27 - triple, 10 speed",,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager Race VR, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano 105 STI levers
2.3-60 cm,2.3,"$1,809.99",http://www.trekbikes.com/us/en/bikes/road/2_series/23/,http://www.trekbikes.com/images/bikes/2009/medium/23_redblack.jpg,road,"1,001 - 2,000",Adult - Male,60 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager Race,"Bontrager Race Lite, 700x23c","Shimano 105 STI, 10 speed",Shimano 105,Shimano Ultegra,Shimano 50/39/30,"Shimano 105 12-27 - triple, 10 speed",,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager Race VR, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano 105 STI levers
2.3-62 cm,2.3,"$1,809.99",http://www.trekbikes.com/us/en/bikes/road/2_series/23/,http://www.trekbikes.com/images/bikes/2009/medium/23_redblack.jpg,road,"1,001 - 2,000",Adult - Male,62 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager Race,"Bontrager Race Lite, 700x23c","Shimano 105 STI, 10 speed",Shimano 105,Shimano Ultegra,Shimano 50/39/30,"Shimano 105 12-27 - triple, 10 speed",,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager Race VR, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano 105 STI levers
2.3-64 cm,2.3,"$1,809.99",http://www.trekbikes.com/us/en/bikes/road/2_series/23/,http://www.trekbikes.com/images/bikes/2009/medium/23_redblack.jpg,road,"1,001 - 2,000",Adult - Male,64 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager Race,"Bontrager Race Lite, 700x23c","Shimano 105 STI, 10 speed",Shimano 105,Shimano Ultegra,Shimano 50/39/30,"Shimano 105 12-27 - triple, 10 speed",,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager Race VR, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano 105 STI levers
2.1-43 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,43 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Alloy hubs; Bontrager Approved alloy rims,"Bontrager Race Lite, 650x25c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/34,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
2.1-50 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,50 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Race Lite, 700x23c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/34,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
2.1-52 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,52 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Race Lite, 700x23c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/34,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
2.1-54 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,54 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Race Lite, 700x23c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/34,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
2.1-56 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,56 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Race Lite, 700x23c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/34,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
2.1-58 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,58 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Race Lite, 700x23c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/34,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
2.1-60 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,60 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Race Lite, 700x23c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/34,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
2.1-62 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,62 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Race Lite, 700x23c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/34,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
2.1-43 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,43 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Alloy hubs; Bontrager Approved alloy rims,"Bontrager Race Lite, 650x25c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/39/30,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
2.1-50 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,50 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Race Lite, 700x23c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/39/30,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
2.1-52 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,52 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Race Lite, 700x23c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/39/30,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
2.1-54 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,54 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Race Lite, 700x23c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/39/30,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
2.1-56 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,56 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Race Lite, 700x23c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/39/30,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
2.1-58 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,58 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Race Lite, 700x23c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/39/30,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
2.1-60 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,60 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Race Lite, 700x23c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/39/30,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
2.1-62 cm,2.1,"$1,319.99",http://www.trekbikes.com/us/en/bikes/road/2_series/21/,http://www.trekbikes.com/images/bikes/2009/medium/21_whiteappleseedblue.jpg,road,"1,001 - 2,000",Adult - Male,62 cm,Alpha Black Aluminum w/TCT Carbon stays,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Race Lite, 700x23c","Shimano Tiagra STI, 9 speed",Shimano Tiagra,Shimano 105,FSA Gossamer 50/39/30,SRAM PG950 11-26,Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,Bontrager Race,"Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Tiagra STI levers
1.5-50 cm,1.5,"$1,099.99",http://www.trekbikes.com/us/en/bikes/road/1_series/15/,http://www.trekbikes.com/images/bikes/2009/medium/15_whitelime.jpg,road,"1,001 - 2,000",Adult - Male,50 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Gossamer 50/34,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager SSR VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.5-52 cm,1.5,"$1,099.99",http://www.trekbikes.com/us/en/bikes/road/1_series/15/,http://www.trekbikes.com/images/bikes/2009/medium/15_whitelime.jpg,road,"1,001 - 2,000",Adult - Male,52 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Gossamer 50/34,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager SSR VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.5-54 cm,1.5,"$1,099.99",http://www.trekbikes.com/us/en/bikes/road/1_series/15/,http://www.trekbikes.com/images/bikes/2009/medium/15_whitelime.jpg,road,"1,001 - 2,000",Adult - Male,54 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Gossamer 50/34,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager SSR VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.5-56 cm,1.5,"$1,099.99",http://www.trekbikes.com/us/en/bikes/road/1_series/15/,http://www.trekbikes.com/images/bikes/2009/medium/15_whitelime.jpg,road,"1,001 - 2,000",Adult - Male,56 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Gossamer 50/34,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager SSR VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.5-58 cm,1.5,"$1,099.99",http://www.trekbikes.com/us/en/bikes/road/1_series/15/,http://www.trekbikes.com/images/bikes/2009/medium/15_whitelime.jpg,road,"1,001 - 2,000",Adult - Male,58 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Gossamer 50/34,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager SSR VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.5-60 cm,1.5,"$1,099.99",http://www.trekbikes.com/us/en/bikes/road/1_series/15/,http://www.trekbikes.com/images/bikes/2009/medium/15_whitelime.jpg,road,"1,001 - 2,000",Adult - Male,60 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Gossamer 50/34,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager SSR VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.5-62 cm,1.5,"$1,099.99",http://www.trekbikes.com/us/en/bikes/road/1_series/15/,http://www.trekbikes.com/images/bikes/2009/medium/15_whitelime.jpg,road,"1,001 - 2,000",Adult - Male,62 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Gossamer 50/34,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager SSR VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.5-64 cm,1.5,"$1,099.99",http://www.trekbikes.com/us/en/bikes/road/1_series/15/,http://www.trekbikes.com/images/bikes/2009/medium/15_whitelime.jpg,road,"1,001 - 2,000",Adult - Male,64 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Gossamer 50/34,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager SSR VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.5-50 cm,1.5,"$1,099.99",http://www.trekbikes.com/us/en/bikes/road/1_series/15/,http://www.trekbikes.com/images/bikes/2009/medium/15_whitelime.jpg,road,"1,001 - 2,000",Adult - Male,50 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Gossamer 50/39/30,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager SSR VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.5-52 cm,1.5,"$1,099.99",http://www.trekbikes.com/us/en/bikes/road/1_series/15/,http://www.trekbikes.com/images/bikes/2009/medium/15_whitelime.jpg,road,"1,001 - 2,000",Adult - Male,52 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Gossamer 50/39/30,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager SSR VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.5-54 cm,1.5,"$1,099.99",http://www.trekbikes.com/us/en/bikes/road/1_series/15/,http://www.trekbikes.com/images/bikes/2009/medium/15_whitelime.jpg,road,"1,001 - 2,000",Adult - Male,54 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Gossamer 50/39/30,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager SSR VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.5-56 cm,1.5,"$1,099.99",http://www.trekbikes.com/us/en/bikes/road/1_series/15/,http://www.trekbikes.com/images/bikes/2009/medium/15_whitelime.jpg,road,"1,001 - 2,000",Adult - Male,56 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Gossamer 50/39/30,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager SSR VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.5-58 cm,1.5,"$1,099.99",http://www.trekbikes.com/us/en/bikes/road/1_series/15/,http://www.trekbikes.com/images/bikes/2009/medium/15_whitelime.jpg,road,"1,001 - 2,000",Adult - Male,58 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Gossamer 50/39/30,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager SSR VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
1.5-60 cm,1.5,"$1,099.99",http://www.trekbikes.com/us/en/bikes/road/1_series/15/,http://www.trekbikes.com/images/bikes/2009/medium/15_whitelime.jpg,road,"1,001 - 2,000",Adult - Male,60 cm,Alpha Black Aluminum,,,"Bontrager Race, carbon; SpeedTrap compatible",Bontrager SSR,"Bontrager Select, 700x25c","Shimano Sora STI, 9 speed",Shimano Sora,Shimano Tiagra GS,FSA Gossamer 50/39/30,"SRAM PG950 11-26, 9 speed",Nylon body w/alloy cage,Bontrager Race Basic,Bontrager Race Lite Basic,"Bontrager SSR VR Bend OS, 31.8mm","Bontrager Race Lite OS, 7 degree, 31.8mm","Aheadset w/semi-cartridge bearings, integrated, sealed, alloy",Alloy dual pivot w/Shimano Sora STI levers
